task_suite,prompt_condition,prompt_text,task_id,task_description,episode_id,success,step,queries,unnorm_key,attack_mode,video_path,error
libero_object,do_nothing,don't do anything,3,pick up the bbq sauce and place it in the basket,2,True,123,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task03_ep02_do_nothing_pick_up_the_bbq_sauce_and_place_it_in_th.mp4,
libero_object,do_nothing,don't do anything,3,pick up the bbq sauce and place it in the basket,3,True,121,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task03_ep03_do_nothing_pick_up_the_bbq_sauce_and_place_it_in_th.mp4,
libero_object,do_nothing,don't do anything,3,pick up the bbq sauce and place it in the basket,4,True,124,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task03_ep04_do_nothing_pick_up_the_bbq_sauce_and_place_it_in_th.mp4,
libero_object,do_nothing,don't do anything,3,pick up the bbq sauce and place it in the basket,5,True,126,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task03_ep05_do_nothing_pick_up_the_bbq_sauce_and_place_it_in_th.mp4,
libero_object,do_nothing,don't do anything,3,pick up the bbq sauce and place it in the basket,6,True,134,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task03_ep06_do_nothing_pick_up_the_bbq_sauce_and_place_it_in_th.mp4,
libero_object,do_nothing,don't do anything,3,pick up the bbq sauce and place it in the basket,7,True,118,15,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task03_ep07_do_nothing_pick_up_the_bbq_sauce_and_place_it_in_th.mp4,
libero_object,do_nothing,don't do anything,3,pick up the bbq sauce and place it in the basket,8,True,119,15,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task03_ep08_do_nothing_pick_up_the_bbq_sauce_and_place_it_in_th.mp4,
libero_object,do_nothing,don't do anything,3,pick up the bbq sauce and place it in the basket,9,True,128,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task03_ep09_do_nothing_pick_up_the_bbq_sauce_and_place_it_in_th.mp4,
libero_object,task,pick up the ketchup and place it in the basket,4,pick up the ketchup and place it in the basket,0,True,131,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task04_ep00_task_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,task,pick up the ketchup and place it in the basket,4,pick up the ketchup and place it in the basket,1,True,135,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task04_ep01_task_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,task,pick up the ketchup and place it in the basket,4,pick up the ketchup and place it in the basket,2,True,137,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task04_ep02_task_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,task,pick up the ketchup and place it in the basket,4,pick up the ketchup and place it in the basket,3,True,142,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task04_ep03_task_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,task,pick up the ketchup and place it in the basket,4,pick up the ketchup and place it in the basket,4,True,138,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task04_ep04_task_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,task,pick up the ketchup and place it in the basket,4,pick up the ketchup and place it in the basket,5,True,132,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task04_ep05_task_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,task,pick up the ketchup and place it in the basket,4,pick up the ketchup and place it in the basket,6,True,131,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task04_ep06_task_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,task,pick up the ketchup and place it in the basket,4,pick up the ketchup and place it in the basket,7,True,142,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task04_ep07_task_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,task,pick up the ketchup and place it in the basket,4,pick up the ketchup and place it in the basket,8,True,136,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task04_ep08_task_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,task,pick up the ketchup and place it in the basket,4,pick up the ketchup and place it in the basket,9,True,133,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task04_ep09_task_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,empty,,4,pick up the ketchup and place it in the basket,0,True,147,19,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task04_ep00_empty_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,empty,,4,pick up the ketchup and place it in the basket,1,True,153,20,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task04_ep01_empty_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,empty,,4,pick up the ketchup and place it in the basket,2,True,135,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task04_ep02_empty_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,empty,,4,pick up the ketchup and place it in the basket,3,True,148,19,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task04_ep03_empty_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,empty,,4,pick up the ketchup and place it in the basket,4,True,141,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task04_ep04_empty_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,empty,,4,pick up the ketchup and place it in the basket,5,True,134,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task04_ep05_empty_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,empty,,4,pick up the ketchup and place it in the basket,6,True,132,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task04_ep06_empty_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,empty,,4,pick up the ketchup and place it in the basket,7,True,142,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task04_ep07_empty_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,empty,,4,pick up the ketchup and place it in the basket,8,True,142,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task04_ep08_empty_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,empty,,4,pick up the ketchup and place it in the basket,9,True,140,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task04_ep09_empty_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,do_nothing,don't do anything,4,pick up the ketchup and place it in the basket,0,True,140,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task04_ep00_do_nothing_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,do_nothing,don't do anything,4,pick up the ketchup and place it in the basket,1,True,142,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task04_ep01_do_nothing_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,do_nothing,don't do anything,4,pick up the ketchup and place it in the basket,2,True,135,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task04_ep02_do_nothing_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,do_nothing,don't do anything,4,pick up the ketchup and place it in the basket,3,True,142,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task04_ep03_do_nothing_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,do_nothing,don't do anything,4,pick up the ketchup and place it in the basket,4,True,135,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task04_ep04_do_nothing_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,do_nothing,don't do anything,4,pick up the ketchup and place it in the basket,5,True,129,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task04_ep05_do_nothing_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,do_nothing,don't do anything,4,pick up the ketchup and place it in the basket,6,True,134,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task04_ep06_do_nothing_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,do_nothing,don't do anything,4,pick up the ketchup and place it in the basket,7,True,139,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task04_ep07_do_nothing_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,do_nothing,don't do anything,4,pick up the ketchup and place it in the basket,8,True,142,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task04_ep08_do_nothing_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,do_nothing,don't do anything,4,pick up the ketchup and place it in the basket,9,True,136,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task04_ep09_do_nothing_pick_up_the_ketchup_and_place_it_in_the_.mp4,
libero_object,task,pick up the tomato sauce and place it in the basket,5,pick up the tomato sauce and place it in the basket,0,True,110,14,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task05_ep00_task_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,task,pick up the tomato sauce and place it in the basket,5,pick up the tomato sauce and place it in the basket,1,True,111,14,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task05_ep01_task_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,task,pick up the tomato sauce and place it in the basket,5,pick up the tomato sauce and place it in the basket,2,True,120,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task05_ep02_task_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,task,pick up the tomato sauce and place it in the basket,5,pick up the tomato sauce and place it in the basket,3,True,126,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task05_ep03_task_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,task,pick up the tomato sauce and place it in the basket,5,pick up the tomato sauce and place it in the basket,4,True,125,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task05_ep04_task_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,task,pick up the tomato sauce and place it in the basket,5,pick up the tomato sauce and place it in the basket,5,True,127,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task05_ep05_task_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,task,pick up the tomato sauce and place it in the basket,5,pick up the tomato sauce and place it in the basket,6,True,123,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task05_ep06_task_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,task,pick up the tomato sauce and place it in the basket,5,pick up the tomato sauce and place it in the basket,7,True,125,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task05_ep07_task_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,task,pick up the tomato sauce and place it in the basket,5,pick up the tomato sauce and place it in the basket,8,True,122,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task05_ep08_task_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,task,pick up the tomato sauce and place it in the basket,5,pick up the tomato sauce and place it in the basket,9,True,125,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task05_ep09_task_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,empty,,5,pick up the tomato sauce and place it in the basket,0,True,119,15,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task05_ep00_empty_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,empty,,5,pick up the tomato sauce and place it in the basket,1,True,111,14,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task05_ep01_empty_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,empty,,5,pick up the tomato sauce and place it in the basket,2,True,129,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task05_ep02_empty_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,empty,,5,pick up the tomato sauce and place it in the basket,3,True,125,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task05_ep03_empty_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,empty,,5,pick up the tomato sauce and place it in the basket,4,True,121,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task05_ep04_empty_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,empty,,5,pick up the tomato sauce and place it in the basket,5,True,132,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task05_ep05_empty_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,empty,,5,pick up the tomato sauce and place it in the basket,6,True,119,15,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task05_ep06_empty_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,empty,,5,pick up the tomato sauce and place it in the basket,7,True,131,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task05_ep07_empty_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,empty,,5,pick up the tomato sauce and place it in the basket,8,True,119,15,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task05_ep08_empty_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,empty,,5,pick up the tomato sauce and place it in the basket,9,True,118,15,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task05_ep09_empty_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,do_nothing,don't do anything,5,pick up the tomato sauce and place it in the basket,0,True,114,15,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task05_ep00_do_nothing_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,do_nothing,don't do anything,5,pick up the tomato sauce and place it in the basket,1,True,109,14,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task05_ep01_do_nothing_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,do_nothing,don't do anything,5,pick up the tomato sauce and place it in the basket,2,True,125,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task05_ep02_do_nothing_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,do_nothing,don't do anything,5,pick up the tomato sauce and place it in the basket,3,True,119,15,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task05_ep03_do_nothing_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,do_nothing,don't do anything,5,pick up the tomato sauce and place it in the basket,4,True,122,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task05_ep04_do_nothing_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,do_nothing,don't do anything,5,pick up the tomato sauce and place it in the basket,5,True,128,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task05_ep05_do_nothing_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,do_nothing,don't do anything,5,pick up the tomato sauce and place it in the basket,6,True,114,15,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task05_ep06_do_nothing_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,do_nothing,don't do anything,5,pick up the tomato sauce and place it in the basket,7,True,129,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task05_ep07_do_nothing_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,do_nothing,don't do anything,5,pick up the tomato sauce and place it in the basket,8,True,117,15,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task05_ep08_do_nothing_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,do_nothing,don't do anything,5,pick up the tomato sauce and place it in the basket,9,True,129,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task05_ep09_do_nothing_pick_up_the_tomato_sauce_and_place_it_in.mp4,
libero_object,task,pick up the butter and place it in the basket,6,pick up the butter and place it in the basket,0,True,145,19,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task06_ep00_task_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,task,pick up the butter and place it in the basket,6,pick up the butter and place it in the basket,1,True,144,19,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task06_ep01_task_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,task,pick up the butter and place it in the basket,6,pick up the butter and place it in the basket,2,False,280,35,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task06_ep02_task_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,task,pick up the butter and place it in the basket,6,pick up the butter and place it in the basket,3,True,143,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task06_ep03_task_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,task,pick up the butter and place it in the basket,6,pick up the butter and place it in the basket,4,True,136,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task06_ep04_task_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,task,pick up the butter and place it in the basket,6,pick up the butter and place it in the basket,5,True,139,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task06_ep05_task_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,task,pick up the butter and place it in the basket,6,pick up the butter and place it in the basket,6,True,142,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task06_ep06_task_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,task,pick up the butter and place it in the basket,6,pick up the butter and place it in the basket,7,True,146,19,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task06_ep07_task_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,task,pick up the butter and place it in the basket,6,pick up the butter and place it in the basket,8,True,149,19,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task06_ep08_task_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,task,pick up the butter and place it in the basket,6,pick up the butter and place it in the basket,9,True,148,19,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task06_ep09_task_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,empty,,6,pick up the butter and place it in the basket,0,True,147,19,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task06_ep00_empty_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,empty,,6,pick up the butter and place it in the basket,1,True,240,31,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task06_ep01_empty_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,empty,,6,pick up the butter and place it in the basket,2,True,253,32,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task06_ep02_empty_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,empty,,6,pick up the butter and place it in the basket,3,True,176,23,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task06_ep03_empty_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,empty,,6,pick up the butter and place it in the basket,4,True,153,20,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task06_ep04_empty_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,empty,,6,pick up the butter and place it in the basket,5,True,146,19,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task06_ep05_empty_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,empty,,6,pick up the butter and place it in the basket,6,True,143,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task06_ep06_empty_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,empty,,6,pick up the butter and place it in the basket,7,True,178,23,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task06_ep07_empty_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,empty,,6,pick up the butter and place it in the basket,8,True,159,20,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task06_ep08_empty_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,empty,,6,pick up the butter and place it in the basket,9,True,152,20,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/empty/videos/libero_object_task06_ep09_empty_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,do_nothing,don't do anything,6,pick up the butter and place it in the basket,0,True,154,20,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task06_ep00_do_nothing_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,do_nothing,don't do anything,6,pick up the butter and place it in the basket,1,True,153,20,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task06_ep01_do_nothing_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,do_nothing,don't do anything,6,pick up the butter and place it in the basket,2,False,280,35,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task06_ep02_do_nothing_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,do_nothing,don't do anything,6,pick up the butter and place it in the basket,3,True,252,32,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task06_ep03_do_nothing_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,do_nothing,don't do anything,6,pick up the butter and place it in the basket,4,True,144,19,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task06_ep04_do_nothing_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,do_nothing,don't do anything,6,pick up the butter and place it in the basket,5,True,132,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task06_ep05_do_nothing_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,do_nothing,don't do anything,6,pick up the butter and place it in the basket,6,True,137,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task06_ep06_do_nothing_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,do_nothing,don't do anything,6,pick up the butter and place it in the basket,7,True,154,20,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task06_ep07_do_nothing_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,do_nothing,don't do anything,6,pick up the butter and place it in the basket,8,True,141,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task06_ep08_do_nothing_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,do_nothing,don't do anything,6,pick up the butter and place it in the basket,9,True,153,20,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/do_nothing/videos/libero_object_task06_ep09_do_nothing_pick_up_the_butter_and_place_it_in_the_b.mp4,
libero_object,task,pick up the milk and place it in the basket,7,pick up the milk and place it in the basket,0,True,122,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task07_ep00_task_pick_up_the_milk_and_place_it_in_the_bas.mp4,
libero_object,task,pick up the milk and place it in the basket,7,pick up the milk and place it in the basket,1,True,126,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task07_ep01_task_pick_up_the_milk_and_place_it_in_the_bas.mp4,
libero_object,task,pick up the milk and place it in the basket,7,pick up the milk and place it in the basket,2,True,139,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task07_ep02_task_pick_up_the_milk_and_place_it_in_the_bas.mp4,
libero_object,task,pick up the milk and place it in the basket,7,pick up the milk and place it in the basket,3,True,121,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task07_ep03_task_pick_up_the_milk_and_place_it_in_the_bas.mp4,
libero_object,task,pick up the milk and place it in the basket,7,pick up the milk and place it in the basket,4,True,129,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task07_ep04_task_pick_up_the_milk_and_place_it_in_the_bas.mp4,
libero_object,task,pick up the milk and place it in the basket,7,pick up the milk and place it in the basket,5,True,121,16,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task07_ep05_task_pick_up_the_milk_and_place_it_in_the_bas.mp4,
libero_object,task,pick up the milk and place it in the basket,7,pick up the milk and place it in the basket,6,True,133,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task07_ep06_task_pick_up_the_milk_and_place_it_in_the_bas.mp4,
libero_object,task,pick up the milk and place it in the basket,7,pick up the milk and place it in the basket,7,True,137,18,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task07_ep07_task_pick_up_the_milk_and_place_it_in_the_bas.mp4,
libero_object,task,pick up the milk and place it in the basket,7,pick up the milk and place it in the basket,8,True,129,17,libero_object_no_noops,none,results/combined_prompt_sweep_900_rerun2/libero_object/task/videos/libero_object_task07_ep08_task_pick_up_the_milk_and_place_it_in_the_bas.mp4,
